Location,Recipient,Gen,Symbol,Plant_ID,Segment,corolla_diam_mm,Photo date,Notes,,
64,BB_113,G1,-,5,192L,18.387,4/12,,,
64,BB_113,G1,-,3,192L,32.597,3/29,non-fitness plant,,
64,BB_016,G1,-,5,192R,26.089,3/29,,,
64,BB_016,G1,-,3,192R,25.429,3/2,non-fitness plant,,
65,BB_084,G1,-,3,193L,,,,,
65,BB_077,G1,-,2,194L,,,,,
65,BB_077,G1,-,3,194L,25.571,3/2,"non-fitness plant, photo says tr. 64",,
65,BB_160,G1,-,5,195R,,,,,
66,BB_185,G1,-,5,196L,28.809,4/27,,,
66,BB_093,G2,X,3,197L,,,,,
66,BB_093,G2,X,5,197L,25.237,2/16,non-fitness plant,,
66,BB_093,G2,X,5,197L,22.965,3/1,non-fitness plant,,
66,BB_093,G2,X,2,197L,28.265,3/16,non-fitness plant,,
66,BB_081,G1,-,1,197R,32.235,4/12,,,
66,BB_081,G1,-,3,197R,25.643,3/16,non-fitness plant,,
66,BB_157,G1,-,2,198L,12.541,2/16,non-fitness plant,,
66,BB_157,G1,-,5,198L,21.065,4/12,,,
66,BB_205A,G2,X,5,198R,,,,,
66,BB_205A,G2,X,2,198R,28.985,3/2,non-fitness plant,,
67,BB_160,G2,X,1,199L,30.21,3/16,,,
67,BB_193,G1,-,1,199R,25.302,2/16,,,
67,BB_050,G1,-,1,200L,24.081,2/16,non-fitness plant,,
67,BB_050,G1,-,4,200L,,,,,
67,BB_201,G1,-,1,200R,20.098,2/16,non-fitness plant ,,
67,BB_201,G1,-,2,200R,,,,,
67,BB_032,G1,-,3,201L,22.052,2/16,,,
67,BB_150,G1,-,4,201R,22.439,2/16,non-fitness plant,,
67,BB_150,G1,-,5,201R,27.811,3/16,,,
68,BB_189,G1,-,1,202L,21.638,2/16,non-fitness plant,,
68,BB_189,G1,-,3,202L,20.505,3/2,,,
68,BB_024,G1,-,2,204L,,,,,
68,BB_040,G1,-,1,204R,,,,,
69,BB_131,G2,X,1,205L,21.187,2/16,,,
69,BB_081,G1,-,2,205R,24.493,2/16,,,
69,BB_211,G1,-,4,206L,26.506,2/16,,,
69,BB_079,G1,-,5,206R,23.453,2/16,,,
69,BB_054,G1,-,2,207L,,,,,
69,BB_120,G1,-,1,207R,,,,,
70,BB_046,G1,-,2,209L,25.651,4/27,,,
70,BB_063,G1,-,5,209R,18.154,3/16,,,
71,BB_002,G1,-,4,211L,,,,,
71,BB_098,G1,-,3,212L,,,,,
71,BB_215,G2,X,1,212R,26.751,3/2,,,
71,BB_097,G1,-,5,213L,24.881,3/16,,,
71,BB_089,G2,X,5,213R,,,,,
71,BB_089,G2,X,2,213R,26.643,3/16,,,
72,BB_139,G2,X,2,215L,,,,,
73,BB_134,G1,-,4,217L,,,,,
73,BB_183,G1,-,1,217R,,,,,
73,BB_085,G1,-,5,218L,,,,,
74,BB_004,G2,X,2,220L,,,,,
74,BB_121,G2,X,4,221R,,,,,
74,BB_135,G1,-,4,222L,,,,,
74,BB_164,G1,-,4,222R,16.202,4/12,,,
75,BB_070A,G1,-,2,223R,,,,,
75,BB_070B,G1,-,4,224R,26.998,3/30,,,
76,BB_029,G2,X,2,226L,,,,,
76,BB_179,G2,X,4,227L,26.63,3/30,,,
77,BB_116,G1,-,2,229R,23.372,3/15,,,
78,BB_078,G1,-,3,232L,28.247,3/15,,,
78,BB_135,G1,-,5,233R,30.032,4/27,,,
78,BB_135,G1,-,3,233R,24.808,3/15,non-fitness plant,,
78,BB_101,G2,X,3,234R,30.416,3/15,,,
79,BB_077,G1,-,1,235L,26.229,2/16,,,
79,BB_131,G1,-,2,235R,27.639,3/2,,,
79,BB_131,G1,-,2,235R,25.36,3/15,,,
79,BB_131,G1,-,5,235R,22.238,2/16,non-fitness plant,,
79,BB_045,G1,-,3,236L,27.061,3/15,,,
79,BB_045,G1,-,3,236L,32.497,3/29,,,
79,BB_158,G1,-,5,236R,24.27,3/30,,,
79,BB_095,G1,-,1,237L,29.986,3/15,non-fitness plant,,
79,BB_095,G1,-,4,237L,32.497,3/29,,,
79,BB_186,G1,-,1,237R,29.02,2/16,,,
80,BB_123,G2,X,3,238R,21.813,2/16,non-fitness plant,,
80,BB_123,G2,X,4,238R,18.627,2/16,,,
80,BB_003,G1,-,5,239L,,,,,
80,BB_204,G1,-,1,239R,25.729,2/16,,,
80,BB_092,G2,X,2,240L,26.353,3/2,,,
80,BB_092,G2,X,4,240L,25.8,3/15,,,
80,BB_151,G2,X,3,240R,29.259,3/15,,,
81,BB_170,G1,-,5,241R,26.89,3/29,,,
81,BB_193,G1,-,4,242L,27.731,3/15,,,
81,BB_049,G1,-,1,243L,27.978,2/16,non-fitness plant,,
81,BB_049,G1,-,2,243L,,,,,
81,BB_053,G2,X,3,243R,,,,,
82,BB_170,G1,-,2,244L,25.146,2/16,,,
82,BB_170,G1,-,3,244L,30.85,3/29,non-fitness plant,,
82,BB_060,G1,-,1,244R,26.039,2/16,non-fitness plant,,
82,BB_060,G1,-,3,244R,20.043,3/2,,,
82,BB_060,G1,-,3,244R,28.175,3/15,,,
82,BB_040,G1,-,4,245L,30.161,4/12,,,
82,BB_040,G1,-,3,245L,30.466,3/15,non-fitness plant,,
82,BB_053,G1,-,2,245R,23.721,3/15,,,
82,BB_053,G1,-,4,245R,28.986,3/15,non-fitness plant ,,
82,BB_215,G2,X,4,246L,20.646,2/16,non-fitness plant ,,
82,BB_215,G2,X,5,246L,30.027,2/16,,,
83,BB_056,G1,-,3,247L,21.626,3/15,,,
83,BB_104,G1,-,5,247R,18.713,2/16,,,
83,BB_002,G2,X,4,248R,26.006,3/15,,,
83,BB_031,G1,-,3,249L,27.045,3/15,,,
83,BB_089,G2,X,3,249R,31.733,3/15,non-fitness plant,,
83,BB_089,G2,X,5,249R,27.33,3/29,,,
84,BB_205,G1,-,2,250R,22.376,3/15,,,
84,BB_104,G2,X,4,251L,27.074,4/12,,,
84,BB_179,G1,-,5,251R,,,,,
84,BB_103,G1,-,1,252L,25.75,3/15,one petal folded,,
85,BB_009,G1,-,1,253R,25.195,4/27,,,
86,BB_111,G1,-,2,256L,22.543,4/27,,,
86,BB_059,G2,X,4,256R,,,,,
86,BB_150,G1,-,3,257R,23.978,4/12,,,
86,BB_083,G1,-,1,258L,29.058,3/29,,,
87,BB_164,G2,X,5,259L,31.275,3/15,photo name says T97,,
87,BB_214,G1,-,1,260L,24.19,3/15,,,
87,BB_133,G1,-,3,260R,26.675,3/15,,,
87,BB_054,G2,X,3,261L,29.282,3/15,,,
88,BB_016,G1,-,5,263L,19.5,3/29,,,
89,BB_149,G2,X,3,266R,23.893,4/12,,,
90,BB_024,G2,X,4,268L,,,,,
90,BB_139,G1,-,4,268R,24.45,3/29,,,
90,BB_133,G2,X,5,269L,32.969,3/15,,,
90,BB_042,G1,-,4,269R,26.39,3/15,,,
90,BB_205A,G2,X,3,270L,,,,,
91,BB_013,G2,X,4,271L,23.2,2/16,,,
91,BB_021,G1,-,2,271R,26.334,3/15,,,
91,BB_021,G1,-,3,271R,20.843,3/2,non-fitness plant,,
91,BB_149,G1,-,3,272L,21.306,2/16,non-fitness plant,,
91,BB_149,G1,-,4,272L,20.415,2/16,non-fitness plant,,
91,BB_149,G1,-,5,272L,,,,,
91,BB_039,G1,-,2,272R,,,,,
91,BB_039,G1,-,5,272R,19.26,2/16,non-fitness plant ,,
91,BB_209,G1,-,2,273L,,,,,
91,BB_209,G1,-,3,273L,22.597,3/15,non-fitness plant,,
91,BB_204,G1,-,2,273R,25.364,3/15,non-fitness plant,,
91,BB_204,G1,-,5,273R,26.726,4/27,,,
92,BB_003,G1,-,1,274L,27.519,2/16,,,
92,BB_070,G2,X,4,274R,24.42,3/29,,,
92,BB_134,G1,-,1,275L,,,,,
92,BB_080,G1,-,1,276L,24.301,2/16,,,
92,BB_061,G1,-,4,276R,20.93,2/16,,,
93,BB_216,G1,-,2,277L,21.979,2/16,,,
93,BB_179,G2,X,1,277R,20.199,2/16,,,
93,BB_045,G2,X,2,278L,30.556,3/15,,,
93,BB_060,G1,-,1,278R,29.193,2/16,,,
93,BB_110,G1,-,4,279L,39.97,3/29,,,
93,BB_214,G1,-,4,279R,,,,,
93,BB_214,G1,-,5,279R,30.86,3/29,non-fitness plant,,
94,BB_018,G1,-,3,281L,25.35,3/29,,,
94,BB_048,G1,-,5,281R,21.16,3/29,,,
95,BB_050,G1,-,2,283L,21.601,3/2,,,
95,BB_053,G1,-,1,284L,31.788,2/16,,,
95,BB_181,G1,-,5,285R,18.544,4/27,,,
96,BB_163,G1,-,1,287L,14.076,2/16,non-fitness plant,,
96,BB_163,G1,-,2,287L,24.44,3/15,,,
96,BB_097,G1,-,4,287R,31.192,3/15,,,
96,BB_097,G1,-,4,287R,30.276,3/29,,,
96,BB_145,G1,-,1,288L,29.505,3/2,,,
96,BB_145,G1,-,1,288L,31.603,3/15,,,
96,BB_147,G2,X,3,288R,26.99,3/29,,,
97,BB_146,G1,-,1,289L,25.054,3/15,,,
97,BB_208,G1,-,5,289R,23.398,3/15,,,
97,BB_179,G2,X,3,290L,22.231,3/15,petals folded in,,
97,BB_179,G2,X,4,290L,26.379,3/2,non-fitness plant ,,
97,BB_164,G1,-,1,290R,28.888,3/2,,,
97,BB_164,G1,-,5,290R,32.511,3/15,non-fitness plant,,
97,BB_037,G1,-,1,291L,32.367,3/15,,,
97,BB_052,G2,X,2,291R,23.317,2/16,non-fitness plant ,,
97,BB_052,G2,X,4,291R,26.228,3/15,,,
98,BB_205B,G1,-,5,292R,31.01,3/29,,,
98,BB_094,G1,-,2,293L,24.56,3/29,,,
98,BB_148,G1,-,5,293R,,,,,
98,BB_148,G1,-,2,293R,28.2,3/29,non-fitness plant,,
99,BB_060,G2,X,5,295L,32.8,4/12,,,
99,BB_138,G2,X,5,295R,,,,,
99,BB_207,G1,-,1,297R,,,,,
100,BB_081,G1,-,4,298L,30.253,3/15,,,
100,BB_081,G1,-,4,298L,31.814,3/29,,,
100,BB_087,G2,X,1,298R,26.375,3/15,non-fitness plant,,
100,BB_087,G2,X,4,298R,,,,,
100,BB_143,G1,-,5,299R,25.709,3/15,,,
100,BB_143,G1,-,1,299R,22.236,3/2,non-fitness plant; petals wilted,,
100,BB_049,G1,-,1,300L,24.083,3/15,,,
100,BB_121,G1,-,1,300R,24.69,3/29,,,
101,BB_002,G2,X,4,301L,,,,,
101,BB_002,G2,X,3,301L,23.444,3/15,non-fitness plant,,
101,BB_132,G1,-,1,301R,28.086,3/2,,,
101,BB_085,G1,-,4,302L,25.465,2/16,,,
101,BB_166,G2,X,1,302R,18.958,2/16,,,
101,BB_150,G2,X,3,303L,29.691,3/15,,,
101,BB_150,G2,X,3,303L,32.94,3/29,,,
101,BB_007,G1,-,3,303R,,,,,
101,BB_007,G1,-,5,303R,29.574,3/15,non-fitness plant,,
102,BB_215,G1,-,5,304L,,,,,
102,BB_061,G1,-,3,304R,24.53,3/29,,,
102,BB_061,G1,-,5,304R,24.912,2/16,non-fitness plant,,
102,BB_098,G2,X,3,305L,27.851,3/15,one petal missing,,
102,BB_114,G2,X,1,306R,28.353,5/11,,,
102,BB_114,G2,X,1,306R,27.988,3/29,,,
103,BB_113,G1,-,2,307L,24.438,2/16,non-fitness plant,,
103,BB_113,G1,-,4,307L,32.213,3/15,,,
103,BB_186,G1,-,3,308L,24.872,2/16,,,
103,BB_209,G2,X,1,308R,19.618,2/16,non-fitness plant,,
103,BB_209,G2,X,4,308R,20.922,3/2,,,
103,BB_209,G2,X,4,308R,23.535,3/15,,,
103,BB_020,G2,X,2,309L,24.387,3/15,,,
103,BB_149,G2,X,5,309R,24.877,3/15,one petal folded over,,
104,BB_200,G1,-,2,310L,17.223,2/16,,,
104,BB_148,G1,-,1,311L,18.343,2/16,,,
104,BB_204,G1,-,5,312L,23.778,3/15,,,
104,BB_080,G2,X,3,312R,23.438,2/16,,,
105,BB_068,G1,-,2,313L,28.866,2/16,,,
105,BB_045,G2,X,2,313R,26.054,3/15,petal folded over,,
105,BB_109,G1,-,1,314L,21.384,3/29,non-fitness plant,,
105,BB_109,G1,-,5,314L,26.95,3/15,,,
105,BB_123,G1,-,3,315L,26.724,2/16,,,
106,BB_126,G1,-,2,316L,26.33,3/15,,,
106,BB_042,G1,-,4,316R,22.55,3/15,,,
106,BB_018,G2,X,3,317L,27.31,3/15,,,
106,BB_206,G1,-,4,317R,,,,,
107,BB_105,G1,-,1,319L,31.57,3/15,,,
107,BB_105,G1,-,1,319L,31.545,3/29,,,
107,BB_218,G1,-,1,319R,30.621,4/12,,,
107,BB_218,G1,-,1,319R,22.764,3/15,,,
107,BB_160,G1,-,4,320L,18.205,2/16,,,
107,BB_111,G2,X,3,320R,26.02,3/15,,,
107,BB_216,G1,-,1,321L,20.885,2/16,,,
107,BB_216,G1,-,2,321L,26.54,3/15,,,
107,BB_024,G1,-,3,321R,28.68,4/12,,,
108,BB_030,G1,-,1,322L,28.117,2/16,non-fitness plant,,
108,BB_030,G1,-,3,322L,32.84,3/15,,,
