Transect,Segment,Sequence,position,Gen,GenSym,Recipient,Fit_plant,GT_closed_fruit,GT_open_fruit,GT_filled_seeds,Date_1,N_closed_fruit_D1,N_open_fruit_D1,N_other_fruit_D1,N_total_seeds_D1,N_filled_seeds_D1,Date_2,N_closed_fruit_D2,N_open_fruit_D2,N_other_fruit_D2,N_total_seeds_D2,N_filled_seeds_D2,Date_3,N_closed_fruit_D3,N_open_fruit_D3,N_total_seeds_D3,N_filled_seeds_D3,Date_4,N_closed_fruit_D4,N_open_fruit_D4,N_other_fruit_D3,N_total_seeds_D4,N_filled_seeds_D4,Date_5,N_closed_fruit_D5,N_open_fruit_D5,N_other_fruit_D4,N_total_seeds_D5,N_filled_seeds_D5,notes
4,19,126,L,G2,X,AC_055,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,19,126,R,G1,-,AC_017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,127,L,G1,-,AC_203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,20,127,R,G2,X,AC_030,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21,128,L,G2,X,AC_160,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,21,128,R,G2,X,AC_195,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,22,129,L,G1,-,AC_005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,22,129,R,G2,X,AC_172,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23,130,L,G1,-,AC_188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23,130,R,G1,-,AC_120,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,24,131,L,G1,-,AC_123,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,24,131,R,G1,-,AC_200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,25,132,L,G2,X,AC_215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,25,132,R,G1,-,AC_130,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,26,133,L,G1,-,AC_100,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,26,133,R,G2,X,AC_051,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,27,134,L,G1,-,AC_208,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,27,134,R,G2,X,AC_040,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,28,135,L,G1,-,AC_070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,28,135,R,G1,-,AC_040,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,29,136,L,G1,-,AC_203,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,29,136,R,G1,-,AC_216,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,30,137,L,G2,X,AC_143,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,30,137,R,G1,-,AC_204,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,31,138,L,G2,X,AC_095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,31,138,R,G2,X,AC_068,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,32,139,L,G2,X,AC_179,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,32,139,R,G2,X,AC_190,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,33,140,L,G2,X,AC_118,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,33,140,R,G2,X,AC_064,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,34,141,L,G2,X,AC_147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,34,141,R,G2,X,AC_131,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,35,142,L,G1,-,AC_094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,35,142,R,G1,-,AC_062,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,36,143,L,G2,X,AC_159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,36,143,R,G2,X,AC_159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,144,L,G1,-,AC_109,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,144,R,G1,-,AC_153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,145,L,G1,-,AC_200,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2,145,R,G1,-,AC_171,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,146,L,G2,X,AC_128,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3,146,R,G2,X,AC_046,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,147,L,G1,-,AC_058,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,147,R,G1,-,AC_195,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,148,L,G2,X,AC_208,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,148,R,G2,X,AC_178,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,149,L,G1,-,AC_192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,6,149,R,G2,X,AC_010,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,150,L,G1,-,AC_068,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,7,150,R,G2,X,AC_188,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,151,L,G1,-,AC_206,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,8,151,R,G2,X,AC_032,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,152,L,G2,X,AC_111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,152,R,G1,-,AC_056,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,153,L,G1,-,AC_217,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,153,R,G1,-,AC_064,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,154,L,G2,X,AC_064,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11,154,R,G1,-,AC_070,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,155,L,G2,X,AC_055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,12,155,R,G1,-,AC_142,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13,156,L,G2,X,AC_153,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,13,156,R,G1,-,AC_051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,157,L,G2,X,AC_128,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,14,157,R,G1,-,AC_040,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,158,L,G1,-,AC_104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,158,R,G1,-,AC_005,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16,159,L,G1,-,AC_030,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16,159,R,G2,X,AC_048,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,17,160,L,G1,-,AC_144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,17,160,R,G1,-,AC_213,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,18,161,L,G1,-,AC_115,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,18,161,R,G2,X,AC_090,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,19,162,L,G2,X,AC_109,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,19,162,R,G1,-,AC_090,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20,163,L,G2,X,AC_192,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,20,163,R,G2,X,AC_205,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,21,164,L,G1,-,AC_097,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,21,164,R,G2,X,AC_182,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,22,165,L,G1,-,AC_160,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,22,165,R,G2,X,AC_204,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,23,166,L,G1,-,AC_155,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,23,166,R,G2,X,AC_056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,24,167,L,G2,X,AC_192,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,24,167,R,G1,-,AC_046,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,25,168,L,G2,X,AC_181,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,25,168,R,G2,X,AC_123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,26,169,L,G2,X,AC_215,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,26,169,R,G1,-,AC_095,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,27,170,L,G2,X,AC_142,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,27,170,R,G2,X,AC_206,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,28,171,L,G2,X,AC_120,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,28,171,R,G2,X,AC_171,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,29,172,L,G1,-,AC_185,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,29,172,R,G1,-,AC_147,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,30,173,L,G1,-,AC_130,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,30,173,R,G1,-,AC_058,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,31,174,L,G1,-,AC_159,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,31,174,R,G2,X,AC_158,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,175,L,G1,-,AC_011,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,32,175,R,G1,-,AC_168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,33,176,L,G1,-,AC_114,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,33,176,R,G1,-,AC_100,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,34,177,L,G1,-,AC_153,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,34,177,R,G2,X,AC_081,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,35,178,L,G2,X,AC_216,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,35,178,R,G2,X,AC_168,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,36,179,L,G1,-,AC_205,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,36,179,R,G1,-,AC_034,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,180,L,G1,-,AC_083,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,180,R,G2,X,AC_016,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,181,L,G1,-,AC_115,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2,181,R,G2,X,AC_160,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,182,L,G1,-,AC_094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,182,R,G1,-,AC_120,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,183,L,G1,-,AC_099,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,183,R,G1,-,AC_131,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,184,L,G2,X,AC_110,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5,184,R,G1,-,AC_054,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,185,L,G1,-,AC_104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,185,R,G1,-,AC_171,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,186,L,G1,-,AC_185,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7,186,R,G1,-,AC_089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,187,L,G1,-,AC_187,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,8,187,R,G2,X,AC_195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,188,L,G2,X,AC_136,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,188,R,G1,-,AC_191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,189,L,G2,X,AC_187,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,10,189,R,G1,-,AC_016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,190,L,G1,-,AC_111,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,11,190,R,G1,-,AC_095,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,191,L,G1,-,AC_211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,12,191,R,G1,-,AC_197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,192,L,G1,-,AC_172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,13,192,R,G1,-,AC_122,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,14,193,L,G2,X,AC_197,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,14,193,R,G2,X,AC_120,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15,194,L,G2,X,AC_213,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15,194,R,G1,-,AC_158,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,16,195,L,G1,-,AC_109,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,16,195,R,G2,X,AC_205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,17,196,L,G1,-,AC_172,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,17,196,R,G2,X,AC_143,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,18,197,L,G2,X,AC_094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,18,197,R,G1,-,AC_099,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,19,198,L,G2,X,AC_185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,19,198,R,G1,-,AC_066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,199,L,G1,-,AC_172,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,20,199,R,G2,X,AC_142,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,21,200,L,G2,X,AC_171,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,21,200,R,G2,X,AC_199,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,22,201,L,G1,-,AC_074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,22,201,R,G1,-,AC_193,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,23,202,L,G2,X,AC_115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,23,202,R,G1,-,AC_062,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,24,203,L,G1,-,AC_151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,24,203,R,G1,-,AC_189,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,25,204,L,G2,X,AC_090,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,25,204,R,G1,-,AC_055,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,26,205,L,G1,-,AC_143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,26,205,R,G2,X,AC_208,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,27,206,L,G2,X,AC_182,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,27,206,R,G1,-,AC_130,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,28,207,L,G2,X,AC_016,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,28,207,R,G2,X,AC_131,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,208,L,G2,X,AC_086,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,29,208,R,G2,X,AC_186,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,209,L,G2,X,AC_052,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,209,R,G2,X,AC_158,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,31,210,L,G2,X,AC_034,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,31,210,R,G1,-,AC_171,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,32,211,L,G1,-,AC_178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,32,211,R,G1,-,AC_181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,33,212,L,G1,-,AC_213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,33,212,R,G1,-,AC_182,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,34,213,L,G1,-,AC_128,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,34,213,R,G2,X,AC_147,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,35,214,L,G2,X,AC_203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,35,214,R,G1,-,AC_118,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,215,L,G1,-,AC_142,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1,215,R,G1,-,AC_191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,216,L,G2,X,AC_072,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,216,R,G1,-,AC_110,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,217,L,G2,X,AC_191,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,3,217,R,G2,X,AC_070,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,218,L,G2,X,AC_187,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4,218,R,G1,-,AC_201,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,219,L,G1,-,AC_070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,5,219,R,G1,-,AC_083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,220,L,G2,X,AC_172,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,6,220,R,G1,-,AC_095,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,221,L,G1,-,AC_056,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,221,R,G1,-,AC_055,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,222,L,G2,X,AC_211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,8,222,R,G2,X,AC_199,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,223,L,G1,-,AC_052,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9,223,R,G2,X,AC_204,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,224,L,G1,-,AC_074,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10,224,R,G1,-,AC_179,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,225,L,G1,-,AC_114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,11,225,R,G2,X,AC_200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,226,L,G1,-,AC_017,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,12,226,R,G2,X,AC_056,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13,227,L,G2,X,AC_216,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,13,227,R,G2,X,AC_054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14,228,L,G1,-,AC_048,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,14,228,R,G2,X,AC_189,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15,229,L,G2,X,AC_088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15,229,R,G2,X,AC_122,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,16,230,L,G2,X,AC_217,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,16,230,R,G2,X,AC_072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,17,231,L,G1,-,AC_217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,17,231,R,G1,-,AC_066,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,18,232,L,G1,-,AC_092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,18,232,R,G2,X,AC_159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,19,233,L,G2,X,AC_153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,19,233,R,G2,X,AC_155,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,234,L,G2,X,AC_110,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,20,234,R,G1,-,AC_212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,21,235,L,G1,-,AC_017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,21,235,R,G2,X,AC_017,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,22,236,L,G2,X,AC_051,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,22,236,R,G2,X,AC_086,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,23,237,L,G2,X,AC_104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,23,237,R,G2,X,AC_057,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,24,238,L,G1,-,AC_218,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,24,238,R,G2,X,AC_081,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,25,239,L,G1,-,AC_114,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,25,239,R,G2,X,AC_010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,26,240,L,G2,X,AC_082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,26,240,R,G1,-,AC_092,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,27,241,L,G2,X,AC_203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,27,241,R,G2,X,AC_017,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,28,242,L,G1,-,AC_151,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,28,242,R,G2,X,AC_189,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,29,243,L,G2,X,AC_178,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,29,243,R,G1,-,AC_216,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30,244,L,G2,X,AC_096,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,30,244,R,G1,-,AC_192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,31,245,L,G2,X,AC_114,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,31,245,R,G2,X,AC_123,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,32,246,L,G2,X,AC_083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,32,246,R,G2,X,AC_034,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,33,247,L,G2,X,AC_216,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,33,247,R,G1,-,AC_075,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,34,248,L,G1,-,AC_107,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,34,248,R,G1,-,AC_082,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,35,249,L,G1,-,AC_097,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,35,249,R,G2,X,AC_211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,36,250,L,G2,X,AC_052,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,36,250,R,G2,X,AC_030,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,251,L,G2,X,AC_193,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,251,R,G1,-,AC_011,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,252,L,G2,X,AC_038,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2,252,R,G2,X,AC_191,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,253,L,G2,X,AC_148,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3,253,R,G1,-,AC_038,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,254,L,G2,X,AC_144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4,254,R,G2,X,AC_089,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
