Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,FD_01,FD_02,FD_03,FD_04,FD_05,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
74,3,2R,G1,AC_125,AC_038,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
74,3,2R,G1,AC_125,AC_038,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,2023-05-12,,,,,,
75,3,3L,G2,AC_068,AC_089,1,FALSE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,,2023-05-12,2023-05-26,,,,,,,,
75,3,3L,G2,AC_068,AC_089,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
75,3,3L,G2,AC_068,AC_089,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,2023-04-28,,,,6/8/2023,
75,3,3L,G2,AC_068,AC_089,4,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
75,3,3L,G2,AC_068,AC_089,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
75,3,3R,G1,AC_015,AC_190,1,FALSE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,2023-05-12,,,,,,,,,
75,3,3R,G1,AC_015,AC_190,2,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,2023-05-12,,,,2023-05-12,,,,,
75,3,3R,G1,AC_015,AC_190,3,FALSE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,,2023-05-12,2023-05-26,,,,,,,,
75,3,3R,G1,AC_015,AC_190,4,FALSE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,,2023-05-12,2023-05-26,,2023-05-12,,,,,,
75,3,3R,G1,AC_015,AC_190,5,FALSE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,,,2023-05-26,,,,,,,,
76,3,4L,G2,AC_015,AC_197,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,,
76,3,4L,G2,AC_015,AC_197,2,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,,2023-05-12,2023-05-26,,,,,,,6/8/2023,
76,3,4L,G2,AC_015,AC_197,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
76,3,4L,G2,AC_015,AC_197,4,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,2023-05-12,,,,,,
76,3,4L,G2,AC_015,AC_197,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
76,3,4R,G1,AC_089,AC_057,1,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,2023-05-12,,,,2023-05-12,,,,6/8/2023,
76,3,4R,G1,AC_089,AC_057,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
76,3,4R,G1,AC_089,AC_057,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
76,3,4R,G1,AC_089,AC_057,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
76,3,4R,G1,AC_089,AC_057,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
77,3,5L,G2,AC_015,AC_197,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,6/8/2023,
77,3,5L,G2,AC_015,AC_197,2,FALSE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,2023-05-12,,,,,,,,,
77,3,5L,G2,AC_015,AC_197,3,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
77,3,5L,G2,AC_015,AC_197,4,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,,,,,,
77,3,5L,G2,AC_015,AC_197,5,FALSE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,2023-05-12,,,,,,,,,
77,3,5R,G1,AC_168,AC_159,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
77,3,5R,G1,AC_168,AC_159,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
77,3,5R,G1,AC_168,AC_159,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
77,3,5R,G1,AC_168,AC_159,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
77,3,5R,G1,AC_168,AC_159,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
78,3,6L,G1,AC_207,AC_082,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
78,3,6L,G1,AC_207,AC_082,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
78,3,6L,G1,AC_207,AC_082,3,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
78,3,6L,G1,AC_207,AC_082,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,6/8/2023,
78,3,6L,G1,AC_207,AC_082,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
78,3,6R,G2,AC_045,AC_096,1,FALSE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,2023-05-12,,,2023-05-12,,,,,,
78,3,6R,G2,AC_045,AC_096,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,6/8/2023,
78,3,6R,G2,AC_045,AC_096,3,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
78,3,6R,G2,AC_045,AC_096,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
78,3,6R,G2,AC_045,AC_096,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
79,3,7L,G1,AC_216,AC_099,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
79,3,7L,G1,AC_216,AC_099,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
79,3,7L,G1,AC_216,AC_099,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
79,3,7L,G1,AC_216,AC_099,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
79,3,7L,G1,AC_216,AC_099,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,6/8/2023,
79,3,7R,G2,AC_103,AC_154,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,,,,,,
79,3,7R,G2,AC_103,AC_154,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
79,3,7R,G2,AC_103,AC_154,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,2023-04-28,,1,,6/8/2023,
79,3,7R,G2,AC_103,AC_154,4,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
79,3,7R,G2,AC_103,AC_154,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
80,3,8L,G1,AC_168,AC_010,1,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,2023-05-12,,,,,,,,6/8/2023,
80,3,8L,G1,AC_168,AC_010,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
80,3,8L,G1,AC_168,AC_010,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
80,3,8L,G1,AC_168,AC_010,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
80,3,8L,G1,AC_168,AC_010,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
80,3,8R,G2,AC_096,AC_181,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
80,3,8R,G2,AC_096,AC_181,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
80,3,8R,G2,AC_096,AC_181,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,5/26/2023,
80,3,8R,G2,AC_096,AC_181,4,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,,,,,,
80,3,8R,G2,AC_096,AC_181,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
81,3,9L,G1,AC_156,AC_005,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,5/26/2023,
81,3,9L,G1,AC_156,AC_005,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
81,3,9L,G1,AC_156,AC_005,3,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
81,3,9L,G1,AC_156,AC_005,4,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
81,3,9L,G1,AC_156,AC_005,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
81,3,9R,G1,AC_007,AC_187,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,6/8/2023,
81,3,9R,G1,AC_007,AC_187,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
81,3,9R,G1,AC_007,AC_187,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
81,3,9R,G1,AC_007,AC_187,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
81,3,9R,G1,AC_007,AC_187,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
82,3,10L,G1,AC_159,AC_094,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
82,3,10L,G1,AC_159,AC_094,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
82,3,10L,G1,AC_159,AC_094,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,2023-04-28,,,,6/8/2023,
82,3,10L,G1,AC_159,AC_094,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
82,3,10L,G1,AC_159,AC_094,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
82,3,10R,G2,AC_015,AC_190,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,,,,,,,
82,3,10R,G2,AC_015,AC_190,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
82,3,10R,G2,AC_015,AC_190,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
82,3,10R,G2,AC_015,AC_190,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,6/8/2023,
82,3,10R,G2,AC_015,AC_190,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
83,3,11L,G2,AC_039,AC_148,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
83,3,11L,G2,AC_039,AC_148,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,,
83,3,11L,G2,AC_039,AC_148,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
83,3,11L,G2,AC_039,AC_148,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
83,3,11L,G2,AC_039,AC_148,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
83,3,11R,G1,AC_045,AC_096,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,5/26/2023,
83,3,11R,G1,AC_045,AC_096,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
83,3,11R,G1,AC_045,AC_096,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
83,3,11R,G1,AC_045,AC_096,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
83,3,11R,G1,AC_045,AC_096,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
84,3,12L,G2,AC_008,AC_068,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
84,3,12L,G2,AC_008,AC_068,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
84,3,12L,G2,AC_008,AC_068,3,FALSE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,,2023-05-12,2023-05-26,,2023-05-12,,,,,,
84,3,12L,G2,AC_008,AC_068,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
84,3,12L,G2,AC_008,AC_068,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,6/8/2023,
84,3,12R,G1,AC_089,AC_057,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,2023-05-12,,,,,,
84,3,12R,G1,AC_089,AC_057,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
84,3,12R,G1,AC_089,AC_057,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
84,3,12R,G1,AC_089,AC_057,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,6/8/2023,
84,3,12R,G1,AC_089,AC_057,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
85,3,13L,G2,AC_097,AC_064,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
85,3,13L,G2,AC_097,AC_064,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,,,,,,
85,3,13L,G2,AC_097,AC_064,3,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,,,,,,
85,3,13L,G2,AC_097,AC_064,4,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
85,3,13L,G2,AC_097,AC_064,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,2023-04-28,,1,,6/8/2023,
85,3,13R,G2,AC_124,AC_100,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
85,3,13R,G2,AC_124,AC_100,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
85,3,13R,G2,AC_124,AC_100,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,2023-04-28,,,,6/8/2023,
85,3,13R,G2,AC_124,AC_100,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
85,3,13R,G2,AC_124,AC_100,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,2023-05-12,,,,,,
86,3,14L,G2,AC_169,AC_075,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,,,,,,,
86,3,14L,G2,AC_169,AC_075,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
86,3,14L,G2,AC_169,AC_075,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,2023-04-28,,1,,6/22/2023,
86,3,14L,G2,AC_169,AC_075,4,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
86,3,14L,G2,AC_169,AC_075,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
86,3,14R,G2,AC_170,AC_185,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
86,3,14R,G2,AC_170,AC_185,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,6/8/2023,
86,3,14R,G2,AC_170,AC_185,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
86,3,14R,G2,AC_170,AC_185,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
86,3,14R,G2,AC_170,AC_185,5,FALSE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,2023-05-12,,,,,,,,,
87,3,15L,G1,AC_052,AC_212,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
87,3,15L,G1,AC_052,AC_212,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
87,3,15L,G1,AC_052,AC_212,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
87,3,15L,G1,AC_052,AC_212,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
87,3,15L,G1,AC_052,AC_212,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
87,3,15R,G2,AC_161,AC_088,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,2023-04-28,,1,,6/22/2023,
87,3,15R,G2,AC_161,AC_088,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
87,3,15R,G2,AC_161,AC_088,3,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
87,3,15R,G2,AC_161,AC_088,4,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,,,,,,
87,3,15R,G2,AC_161,AC_088,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,2023-05-12,,,,,,
88,3,16L,G2,AC_179,AC_114,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,2023-05-12,,,,,,
88,3,16L,G2,AC_179,AC_114,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
88,3,16L,G2,AC_179,AC_114,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,6/8/2023,
88,3,16L,G2,AC_179,AC_114,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
88,3,16L,G2,AC_179,AC_114,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,,,,,,,
88,3,16R,G1,AC_103,AC_144,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
88,3,16R,G1,AC_103,AC_144,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
88,3,16R,G1,AC_103,AC_144,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
88,3,16R,G1,AC_103,AC_144,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
88,3,16R,G1,AC_103,AC_144,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,2023-04-28,,,,6/22/2023,
89,3,17L,G1,AC_002,AC_122,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,,
89,3,17L,G1,AC_002,AC_122,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,,,,,6/8/2023,
89,3,17L,G1,AC_002,AC_122,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
89,3,17L,G1,AC_002,AC_122,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
89,3,17L,G1,AC_002,AC_122,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,2023-05-12,,,,,,
89,3,17R,G1,AC_168,AC_159,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
89,3,17R,G1,AC_168,AC_159,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
89,3,17R,G1,AC_168,AC_159,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,2023-04-28,,,,,
89,3,17R,G1,AC_168,AC_159,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
89,3,17R,G1,AC_168,AC_159,5,FALSE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,,,2023-05-26,,,,,,,,
90,3,18L,G2,AC_008,AC_068,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
90,3,18L,G2,AC_008,AC_068,2,FALSE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,,,2023-05-26,,,,,,,,
90,3,18L,G2,AC_008,AC_068,3,FALSE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,,,2023-05-26,,,,,,,,
90,3,18L,G2,AC_008,AC_068,4,FALSE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,,,2023-05-26,,,,,,,,
90,3,18L,G2,AC_008,AC_068,5,TRUE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,,,2023-05-26,,,,,,,,
90,3,18R,G1,AC_097,AC_064,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,,,,,,
90,3,18R,G1,AC_097,AC_064,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,2023-05-12,,,,,,
90,3,18R,G1,AC_097,AC_064,3,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
90,3,18R,G1,AC_097,AC_064,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,2023-04-28,,,,6/8/2023,
90,3,18R,G1,AC_097,AC_064,5,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,,,,,,
91,3,19L,G1,AC_071,AC_215,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,,,,,,
91,3,19L,G1,AC_071,AC_215,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2023-05-12,,,,2023-04-28,,,,6/8/2023,
91,3,19L,G1,AC_071,AC_215,3,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,,,,,,
91,3,19L,G1,AC_071,AC_215,4,FALSE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-26,42,2023-04-14,2023-04-28,,2023-05-26,,2023-05-12,2023-04-14,,,,,
91,3,19L,G1,AC_071,AC_215,5,FALSE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,2023-05-12,,,,,,,,,
91,3,19R,G2,AC_216,AC_099,1,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,,,,,,
91,3,19R,G2,AC_216,AC_099,2,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,2023-05-12,,,,,,
91,3,19R,G2,AC_216,AC_099,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
91,3,19R,G2,AC_216,AC_099,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
91,3,19R,G2,AC_216,AC_099,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,2023-04-28,,,,6/8/2023,
92,3,20L,G1,AC_156,AC_016,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
92,3,20L,G1,AC_156,AC_016,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
92,3,20L,G1,AC_156,AC_016,3,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,,,,,,,
92,3,20L,G1,AC_156,AC_016,4,FALSE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2023-05-12,2023-05-26,,2023-05-12,,,,,,
